ID	protein_product	biological_class	mRNA_expression	protein_expression	length	GC
VNG_0327G	aspartate 1-decarboxylase	Amino acid transport and metabolism	2.3449427940442686	2.7711943201614155	1068	0.7228464419475655
VNG_0329G	peptidase M48 family protein (homolog to CAAXprenyl protease)	Posttranslational modification, protein turnover, chaperones	NA	NA	1287	0.7024087024087025
VNG_0330G	phosphoenolpyruvate synthase	Carbohydrate transport and metabolism	3.9804159074625196	4.16177802895013	2259	0.6861443116423196
VNG_0331H	uncharacterized protein	Function unknown	2.5135218051724073	2.716887795562868	390	0.6794871794871795
VNG_0332C	PhzF family protein	General function prediction only	1.761231498906663	2.254999069099941	906	0.7196467991169978
VNG_0335G	probable phosphoribosyltransferase	Coenzyme transport and metabolism	3.304210348779707	3.134327329473009	693	0.6536796536796536
VNG_0339H	uncharacterized protein	General function prediction only	2.049116677618549	2.346647228943206	702	0.6965811965811965
VNG_0340C	chromosome segregation and condensation proteinScpA	Replication, recombination and repair	2.521490436267416	1.9468047903717127	861	0.7154471544715447
VNG_0342G	chromosome segregation protein Smc	Cell cycle control, cell division, chromosome partitioning	2.7845308599943825	2.388670413722267	3573	0.6739434648754548
VNG_0343H	uncharacterized protein	Function unknown	3.6070315289648103	3.1976731544279238	285	0.6842105263157895
VNG_0345G	aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferasesubunit B	Translation, ribosomal structure and biogenesis	2.8192114648330646	3.5307495831190248	1488	0.6801075268817204
VNG_0346H	uncharacterized protein	Function unknown	NA	NA	393	0.6997455470737913
VNG_0347H	uncharacterized protein	Function unknown	NA	NA	381	0.7034120734908137
VNG_0349G	DNA topoisomerase 1	Function unknown	3.0597302729698668	2.9665488973940333	2490	0.6847389558232931
VNG_0351C	DNA repair protein NreA	Replication, recombination and repair	2.289882179091312	1.3164632422481957	1269	0.7060677698975572
VNG_0352H	homolog to Sec-independent protein translocasesubunit TatA	Function unknown	2.9396533983874145	2.3750585664048693	219	0.6666666666666666
VNG_0354C	Abi/CAAX domain protein	Amino acid transport and metabolism	NA	NA	771	0.6549935149156939
VNG_0355G	transducer protein MpcT	Cell motility	2.57089712318093	2.54155488008669	1884	0.6836518046709129
VNG_0357H	spurious ORF	Function unknown	NA	NA	429	0.662004662004662
VNG_0359C	uncharacterized protein	Function unknown	2.7814884814642666	2.256349593355585	903	0.6888150609080842
VNG_0360C	uncharacterized protein	Function unknown	3.035621435508424	2.4335234073152954	414	0.6497584541062802
VNG_0361C	rhomboid family protease	Amino acid transport and metabolism	2.637261602947555	1.8522870852539601	1002	0.6856287425149701
VNG_0363G	endonuclease 5	Replication, recombination and repair	NA	NA	795	0.7270440251572327
VNG_0364G	probable oxidoreductase (short-chaindehydrogenase family)	Lipid transport and metabolism	2.3187550998955717	3.125801447932274	822	0.7238442822384428
VNG_0365G	ArsA family ATPase	Inorganic ion transport and metabolism	2.3757667515333227	3.1068023660263946	1044	0.6982758620689655
VNG_0367H	DUF1486 family protein	General function prediction only	1.6964170560228027	1.7922921620592422	345	0.6811594202898551
VNG_0368C	nicotinamide mononucleotide deamidase	General function prediction only	2.5236348229069847	2.647020947526955	516	0.7112403100775194
VNG_0370H	PHP domain protein	Function unknown	3.221847718481585	NA	756	0.6693121693121693
VNG_0371G	acyl-CoA dehydrogenase	Lipid transport and metabolism	2.707584184786651	3.0845466430046065	1161	0.6770025839793282
VNG_0373H	homolog to small CPxCG-related zinc fingerprotein	Function unknown	3.5570244709099925	2.8756784677008915	342	0.6666666666666666
VNG_0374G	transcription elongation factor Spt5	Transcription	3.4694390610026535	3.199340606435419	438	0.6598173515981736
VNG_0375G	protein translocase subunit SecE	Intracellular trafficking, secretion, and vesicular transport	3.1719294483533442	3.109100464851747	174	0.632183908045977
VNG_0376G	cell division protein FtsZ, type I	Cell cycle control, cell division, chromosome partitioning	3.2407210912244153	3.269426407114806	1191	0.6691855583543241
VNG_0378C	D-aminoacyl-tRNA deacylase	Translation, ribosomal structure and biogenesis	2.2392722073762923	2.0744192886771176	1362	0.724669603524229
VNG_0380G	homolog to sodium/calcium antiporter	Inorganic ion transport and metabolism	NA	NA	957	0.6792058516196448
VNG_0382G	shikimate dehydrogenase	Amino acid transport and metabolism	1.752059058521364	2.6243835585877586	801	0.7440699126092385
VNG_0383H	uncharacterized protein	Function unknown	3.2271466282535806	1.8288070209694196	360	0.7083333333333334
VNG_0384G	aminodeoxychorismate synthase component 1	Amino acid transport and metabolism	2.384877480556317	2.108462891381556	1467	0.743694614860259
VNG_0386G	aminodeoxychorismate synthase component 2	Function unknown	2.305372855820236	NA	576	0.7013888888888888
VNG_0387G	aminodeoxychorismate lyase	Amino acid transport and metabolism	2.212231464915896	1.9589185001188179	858	0.7144522144522144
VNG_0388C	probable iron-sulfur protein (2Fe-2S)	Inorganic ion transport and metabolism	NA	NA	471	0.6985138004246284
VNG_0389C	HTH domain protein	Transcription	2.1932001090577664	2.6582689916821653	291	0.7044673539518901
VNG_0390G	sugar nucleotidyltransferase	Cell wall/membrane/envelope biogenesis	2.920874689969468	2.8932546225402267	990	0.6545454545454545
VNG_0391C	diphthine--ammonia ligase	Translation, ribosomal structure and biogenesis	1.8451209486126794	2.2867148284828325	723	0.6887966804979253
VNG_0393C	DUF373 family protein	General function prediction only	2.253209418759803	1.6395150176995827	1149	0.6823324630113142
VNG_0394C	uncharacterized protein	Function unknown	4.417688200349914	4.491352522957412	903	0.6212624584717608
VNG_0396C	DUF371 family protein	Function unknown	1.9954579016902343	2.6017289130942136	414	0.7053140096618358
VNG_0398G	endonuclease 3	Replication, recombination and repair	2.1828859588546594	2.4111562275479854	798	0.7230576441102757
VNG_0399H	uncharacterized protein	Function unknown	NA	NA	498	0.6626506024096386
VNG_0401G	zinc-dependent nuclease	Translation, ribosomal structure and biogenesis	3.1799312278083365	3.4706144876669724	1926	0.6495327102803738
VNG_0402H	uncharacterized protein	Function unknown	3.8644001011967055	NA	153	0.6601307189542484
VNG_0403G	proline--tRNA ligase	Translation, ribosomal structure and biogenesis	3.204385618036214	3.7840476261738174	1506	0.6799468791500664
VNG_0404H	uncharacterized protein	Function unknown	2.8126432379035964	2.1220864901926517	531	0.6704331450094162
VNG_0405C	GalE family epimerase/dehydratase	Cell wall/membrane/envelope biogenesis	2.2556069430845977	3.1154012182928947	990	0.706060606060606
VNG_0406C	glycerol-1-phosphate dehydrogenase (NAD(P))	Energy production and conversion	2.425459700620302	2.60516309573456	1059	0.7063267233238905
VNG_0407H	UPF0104 family protein	Cell wall/membrane/envelope biogenesis	NA	NA	1029	0.7687074829931972
VNG_0408H	peptidase M48 family protein	Posttranslational modification, protein turnover, chaperones	NA	NA	1071	0.780578898225957
VNG_0409C	peptidase S9 family protein	Amino acid transport and metabolism	3.014996610894397	3.502760709964094	1797	0.6983861992209237
VNG_0410G	probable glycosyltransferase, type 1	Cell wall/membrane/envelope biogenesis	3.154760590128067	2.4671343939047894	1068	0.7059925093632958
VNG_0412G	folylpolyglutamate synthase /7,8-dihydropteroate reductase / dihydropteroate synthase	Function unknown	2.555930557663463	3.2097338089859626	2448	0.7230392156862745
VNG_0414G	phosphoribosylglycinamide formyltransferase /phosphoribosylaminoimidazolecarboxamide formyltransferase	Nucleotide transport and metabolism	3.4064501608722186	3.6710298889747426	1617	0.7118119975262832
VNG_0415G	adenylosuccinate lyase	Nucleotide transport and metabolism	2.9780525123911725	3.385879105071758	1377	0.7029774872912128
VNG_0417H	metallophosphoesterase domain protein	General function prediction only	2.795979428031173	2.406568337541281	642	0.6884735202492211
VNG_0419C	DUF88 family protein	Function unknown	3.0501192557024903	2.6649555383299113	498	0.6265060240963856
VNG_0420H	uncharacterized protein	Function unknown	NA	NA	189	0.6666666666666666
VNG_0421C	MiaB-like tRNA modifying enzyme	Translation, ribosomal structure and biogenesis	2.6447842527826473	2.675945736640787	480	0.7291666666666666
VNG_0422G	cytochrome P450	Secondary metabolites biosynthesis, transport and catabolism	2.120328399177014	2.525962295487802	1344	0.7083333333333334
VNG_0424C	nascent polypeptide-associated complex protein	Transcription	3.4133166368257024	3.922841733299228	393	0.6768447837150128
VNG_0425G	tRNA (adenine-N(1))-methyltransferase TrmI	Translation, ribosomal structure and biogenesis	2.9913961691806987	2.6554328546868744	717	0.7224546722454672
VNG_0426G	transcription elongation factor TFS	Transcription	3.212492544515572	3.1620034155667263	315	0.638095238095238
VNG_0427G	major facilitator superfamily transport protein	Carbohydrate transport and metabolism	1.5795359670911315	1.818397573372553	1263	0.6935866983372921
VNG_0428G	enoyl-CoA hydratase	Lipid transport and metabolism	2.4185509875730347	3.3818245357482564	771	0.7094682230869002
VNG_0429H	uncharacterized protein	Function unknown	2.6154796298071843	3.2447808001143073	486	0.7016460905349794
VNG_0430H	uncharacterized protein	Function unknown	NA	NA	1026	0.7504873294346979
VNG_0431G	NUDIX family hydrolase	Replication, recombination and repair	3.288853851631347	3.163179540236275	429	0.6433566433566433
VNG_0433C	30S ribosomal protein S10b	Translation, ribosomal structure and biogenesis	3.663729573543617	2.907502550280049	336	0.6488095238095238
VNG_0435H	uncharacterized protein	Function unknown	2.6564363315765127	2.5277063377555042	267	0.6741573033707865
VNG_0436G	probable NhaC-type sodium/proton antiporter	Energy production and conversion	2.4632150356442253	2.596264373493083	1566	0.6673052362707536
VNG_0437C	M20 family amidohydrolase (homolog toindole-3-acetyl-aspartate hydrolase)	General function prediction only	1.7707733743442011	2.426310710264372	1281	0.7236533957845434
VNG_0438G	ferredoxin (2Fe-2S)	Energy production and conversion	2.6224697103935504	2.8081262956289827	330	0.6757575757575758
VNG_0439C	FAD-dependent oxidoreductase (homolog togeranylgeranyl reductase)	Lipid transport and metabolism	3.392834089377779	3.228768703917474	1371	0.6783369803063457
VNG_0440C	rhodanese domain protein / beta-lactamase domainprotein	General function prediction only	1.7411623262189724	2.356999644136691	1131	0.7294429708222812
VNG_0441H	ferritin domain protein	General function prediction only	1.585925350567516	2.6827836788062984	636	0.7547169811320755
VNG_0442G	D-gluconate dehydratase	Cell wall/membrane/envelope biogenesis	2.3945185525107235	2.7252826435170507	1239	0.688458434221146
VNG_0444G	2-dehydro-3-deoxy-(phospho)gluconate aldolase,archaeal-type	Amino acid transport and metabolism	1.9972176784197042	2.835083841566029	915	0.73224043715847
VNG_0446G	glucose 1-dehydrogenase	Amino acid transport and metabolism	2.0182480576130826	3.5530612754566855	1071	0.7180205415499533
VNG_0447H	HAD superfamily hydrolase	General function prediction only	2.2769973258678338	2.5078186012204116	1209	0.6989247311827957
VNG_0448G	homolog to orotate phosphoribosyltransferase	Nucleotide transport and metabolism	2.741660608233125	3.4877092773936513	639	0.6901408450704225
VNG_0450C	glutaredoxin	Posttranslational modification, protein turnover, chaperones	3.0628457986598194	2.9334847998817857	405	0.6814814814814815
VNG_0451G	PhoU domain protein	Inorganic ion transport and metabolism	3.1848937358069063	3.0062813289945485	681	0.644640234948605
VNG_0452G	ABC-type transport system ATP-binding protein(probable substrate phosphate)	Inorganic ion transport and metabolism	2.9174302622975206	3.1784277253580853	846	0.6678486997635934
VNG_0453G	ABC-type transport system permease protein(probable substrate phosphate)	Inorganic ion transport and metabolism	2.832418927655923	2.439903249793532	1701	0.6948853615520282
VNG_0455G	ABC-type transport system permease protein(probable substrate phosphate)	Inorganic ion transport and metabolism	3.252184394024451	2.459437499984807	960	0.65
VNG_0457G	ABC-type transport system periplasmicsubstrate-binding protein (probable substrate phosphate)	Inorganic ion transport and metabolism	3.6054131875153543	4.054718299374927	1035	0.6714975845410628
VNG_0458G	PhoU domain protein	Inorganic ion transport and metabolism	2.547729895573012	2.63959636365098	1005	0.6666666666666666
VNG_0459G	homolog to sulfate adenylyltransferase smallsubunit	Amino acid transport and metabolism	3.785531132282535	4.00359442343515	972	0.6337448559670782
VNG_0461G	aspartate--tRNA(Asp/Asn) ligase	Translation, ribosomal structure and biogenesis	3.4852313689050716	4.047200905509155	1311	0.6712433257055682
VNG_0462C	ArsR family transcription regulator	Transcription	NA	NA	285	0.6526315789473685
VNG_0463C	uncharacterized protein	General function prediction only	NA	NA	618	0.6909385113268608
VNG_0465G	probable ABC-type transport system ATP-bindingprotein	Function unknown	NA	NA	891	0.7014590347923682
VNG_0466C	uncharacterized protein	General function prediction only	NA	NA	852	0.7241784037558685
VNG_0467G	probable oxidoreductase (aldo-keto reductasefamily protein)	General function prediction only	3.504165150214243	4.076982763582401	828	0.6799516908212561
VNG_0468C	digeranylgeranylglycerophospholipid reductase	Lipid transport and metabolism	2.718734222089097	3.0860956057883837	1233	0.6666666666666666
VNG_0469H	uncharacterized protein	Defense mechanisms	NA	NA	1683	0.7349970291146761
VNG_0470G	ABC-type transport system ATP-binding protein	Defense mechanisms	NA	NA	759	0.7022397891963109
VNG_0471C	cro/C1 family transcription regulator	Transcription	NA	NA	201	0.6616915422885572
VNG_0472H	DUF2178 family protein	Function unknown	NA	NA	417	0.6738609112709832
VNG_0473G	oxoglutarate--ferredoxin oxidoreductase betasubunit	Energy production and conversion	3.6949440988866273	3.5376536329482406	870	0.6597701149425287
VNG_0474G	oxoglutarate--ferredoxin oxidoreductase alphasubunit	Energy production and conversion	3.5494303757364087	3.9150815527143146	1749	0.6666666666666666
VNG_0475a	NUDIX family hydrolase	Function unknown	NA	NA	597	0.711892797319933
VNG_0475C	FAD-dependent oxidoreductase	Energy production and conversion	2.2454815277885674	2.493520232567913	645	0.710077519379845
VNG_0478C	methylmalonyl-CoA epimerase	Amino acid transport and metabolism	2.403326240371176	2.941240768220811	390	0.7102564102564103
VNG_0479G	probable oxidoreductase (short-chaindehydrogenase family)	Lipid transport and metabolism	1.8212174560421528	1.9209996101389104	951	0.7287066246056783
VNG_0481G	methylmalonyl-CoA mutase subunit A	Lipid transport and metabolism	2.6487604465211745	2.9812737841883696	1686	0.6708185053380783
VNG_0482H	GNAT family acetyltransferase	Amino acid transport and metabolism	2.4718074597814885	2.156530361779095	570	0.7070175438596491
VNG_0483C	LppX domain protein	Cell wall/membrane/envelope biogenesis	NA	NA	1185	0.6962025316455697
VNG_0484G	acyl-CoA synthetase	Lipid transport and metabolism	2.2872017563696763	2.9940767652306746	1971	0.6981227803145611
VNG_0485H	NUDIX family hydrolase	Function unknown	2.4283572093576575	2.300045554650635	390	0.6871794871794872
VNG_0486G	GNAT family acetyltransferase	Translation, ribosomal structure and biogenesis	3.087853092836691	2.4882673419114685	576	0.71875
VNG_0487H	GNAT family acetyltransferase	Translation, ribosomal structure and biogenesis	3.1458545899056105	2.7669425709025783	576	0.6961805555555556
VNG_0488H	uncharacterized protein	Lipid transport and metabolism	2.3234669237720027	2.5288471821108915	705	0.750354609929078
